cluster index	parent mass	RTMean	ATTRIBUTE_condition:GNPSGROUP:M1	ATTRIBUTE_condition:GNPSGROUP:PA14	ATTRIBUTE_condition:GNPSGROUP:QC	ATTRIBUTE_condition:GNPSGROUP:media
755	298.2165004001905	4.1200047	8188644.083333333	192908466.66666666	22090374.666666668	0.0
757	418.2434569219989	4.1364555	6688867.416666667	5200931.666666667	0.0	1971818.6
758	446.27478030259135	4.138713	7280256.166666667	4933054.833333333	0.0	1568836.3
759	296.2009865357304	4.139685	0.0	32689503.333333332	0.0	0.0
760	286.2167037248848	4.1643076	0.0	13629225.5	0.0	0.0
761	312.1959302472093	4.1745853	19490475.0	9010865.75	7169434.5	0.0
762	304.2997190718796	4.2053103	3425495.3333333335	0.0	0.0	0.0
763	298.21660358246766	4.219329	0.0	65087603.666666664	0.0	0.0
765	288.1959623864663	4.226148	969121.8333333334	67773910.66666667	0.0	0.0
766	314.2112308839516	4.2390585	150848726.66666666	93019390.66666667	61701557.333333336	0.0
767	627.4147307911104	4.240154	19425918.333333332	1300967.25	0.0	0.0
769	640.391047066854	4.3266463	19932139.166666668	0.0	15771721.166666666	0.0
773	286.1802402085317	4.37457	0.0	28434176.5	0.0	0.0
771	314.21151128048785	4.377787	10572273.25	12068689.5	5371310.5	0.0
778	322.20119304999787	4.4511504	9283730.333333334	7161293.833333333	0.0	3351173.2
775	298.21655199850545	4.4555593	0.0	78495222.66666667	9381606.75	0.0
776	305.1746144546232	4.456329	13559210.916666666	10293519.75	2135610.4166666665	6078008.4
774	327.1564597718236	4.456485	6726207.583333333	5094703.166666667	0.0	2490245.2
777	350.2324857676246	4.4571495	12601742.833333334	9073414.916666666	3235241.6666666665	8723691.1
779	301.23566057048714	4.4961033	0.0	34811003.666666664	0.0	0.0
780	300.23238436712865	4.49933	1902264.0833333333	156069860.0	21596846.666666668	0.0
781	314.21152287249447	4.5392466	0.0	9202409.416666666	0.0	0.0
782	320.0856095215573	4.576973	10028590.916666666	0.0	0.0	0.0
783	499.2883989041275	4.584557	24770884.666666668	0.0	20966671.0	0.0
784	494.3332896431978	4.585227	99152288.33333333	0.0	85256376.66666667	0.0
785	654.4067384754145	4.5955806	12378426.666666666	0.0	8626044.916666666	0.0
786	316.22717988386944	4.6108575	27157876.666666668	34747375.333333336	15926136.0	0.0
787	324.2324797831142	4.6657805	0.0	19277826.166666668	0.0	0.0
790	326.2480853322559	4.7054453	0.0	76735471.0	8447870.0	0.0
789	327.2514326432169	4.7066703	0.0	19002925.166666668	0.0	0.0
792	359.27919613118564	4.883379	60185449.333333336	0.0	39119915.333333336	0.0
791	671.4301529557978	4.8833976	11293118.333333334	0.0	7969619.083333333	0.0
793	668.422059076594	4.8835654	620663168.3333334	14422473.0	446766213.3333333	0.0
796	293.12296883907874	4.8839984	12722924.166666666	0.0	8134567.416666667	0.0
794	651.3956184168306	4.8845778	24269969.333333332	0.0	16836267.0	0.0
795	1318.8109620311757	4.8845387	59912440.333333336	0.0	30122615.333333332	0.0
798	376.3058926404215	4.8852344	15336415.0	0.0	9617657.416666666	0.0
797	1323.7660681464663	4.885795	13482679.833333334	0.0	11969765.333333334	0.0
801	341.2688189457845	4.8871193	5950069.166666667	0.0	0.0	0.0
799	508.3484834048711	4.889286	20355970.0	0.0	19701134.0	0.0
800	673.3769500588058	4.89189	34893637.666666664	0.0	37543503.0	0.0
803	328.2636993911783	5.143072	0.0	50513981.0	0.0	0.0
802	682.4355922405542	5.1792912	52738144.666666664	0.0	32519374.666666668	0.0
807	341.2676083038773	5.18735	10730273.333333334	0.0	8559857.0	0.0
813	153.12701118067395	5.1884856	13860314.166666666	0.0	10760642.333333334	0.0
817	525.3707169555923	5.1885056	12810469.166666666	0.0	10711937.5	0.0
808	1026.690817207534	5.18848	54945089.666666664	0.0	33521376.0	0.0
809	1031.646286421041	5.1890535	77867854.33333333	0.0	69681766.66666667	0.0
810	505.33590959525947	5.1896224	27312139.333333332	0.0	23139897.0	0.0
811	359.2781148117186	5.189664	102018705.66666667	0.0	81289044.33333333	0.0
805	523.3659334848434	5.189797	401902080.0	13800592.166666666	336793680.0	0.0
812	522.3628208921525	5.1901827	1321736066.6666667	44746835.666666664	1105827973.3333333	0.0
806	171.13732788405517	5.190762	10130959.166666666	0.0	7816426.75	0.0
815	527.3177313042302	5.1909695	159670604.33333334	9650762.75	162000753.33333334	0.0
814	376.3046457642524	5.1914144	15139231.0	0.0	11126469.166666666	0.0
816	543.2911207267456	5.191913	13907327.333333334	0.0	14074819.0	0.0
818	550.3938513078107	5.1970854	11890014.333333334	0.0	14498143.0	0.0
819	694.4356084687225	5.218143	147891931.66666666	0.0	76594955.0	0.0
820	699.390465484371	5.2188134	14993324.666666666	0.0	9451363.666666666	0.0
822	354.27995715193384	5.290145	0.0	154884851.66666666	15236528.0	0.0
827	701.4078240226078	5.478445	25611927.333333332	0.0	24785689.333333332	0.0
825	679.426668069295	5.4788523	9298473.166666666	0.0	3193140.9166666665	0.0
826	1379.8275309264386	5.479105	4586132.5	0.0	0.0	0.0
828	1374.8732584614877	5.4793434	17373456.833333332	0.0	4653654.166666667	0.0
829	696.4530125279866	5.4802876	272556093.3333333	0.0	177442400.0	0.0
830	387.3103711198656	5.4809117	26072589.0	0.0	15883221.5	0.0
831	536.3796335211565	5.4955273	68438637.33333333	0.0	58027656.666666664	0.0
824	541.3348104468276	5.496708	15532754.0	0.0	18049466.0	0.0
836	385.29488026824873	5.5279546	10668198.25	0.0	5114827.583333333	0.0
833	548.3798527006537	5.528031	242639015.0	0.0	168811136.66666666	0.0
834	553.334710872054	5.528031	45361247.0	0.0	36187704.0	0.0
835	576.4108558549235	5.52865	14346821.0	0.0	15043463.833333334	0.0
837	722.4690594767362	5.668303	10424813.25	0.0	0.0	0.0
838	356.2946656750292	5.7545	0.0	73308044.0	8767173.916666666	0.0
839	710.4680775875917	5.7628145	11484987.333333334	0.0	4123208.25	0.0
840	722.4675393416469	5.784741	16574486.0	0.0	6908549.083333333	0.0
844	387.3099349117765	5.7913413	25700484.666666668	0.0	16768026.666666666	0.0
842	550.3946634161013	5.7913413	375528041.6666667	0.0	250312303.33333334	0.0
843	555.3495206657673	5.791342	66485678.666666664	0.0	48850879.666666664	0.0
841	1087.7101385204148	5.7913413	23459553.333333332	0.0	13568074.0	0.0
845	578.4255107703034	5.793247	17639543.0	0.0	18934188.333333332	0.0
846	382.3105509998874	5.8449135	3532823.9166666665	59153954.666666664	6972679.666666667	0.0
847	724.4838423496526	6.0471673	39689038.333333336	0.0	17398245.833333332	0.0
848	576.4107214737285	6.0891705	12942904.25	0.0	4028869.0	0.0
849	578.4269650615754	6.3356404	18038199.166666668	0.0	2781319.3333333335	0.0
850	124.08712997389596	7.442573	1364435.5833333333	2813787.8333333335	4499013.5	0.0
851	124.08713395110556	7.7908554	3943740.6666666665	1239390.4166666667	1772110.5	1483505.0
852	124.08701266219	8.184035	5572954.0	998486.3333333334	3976835.25	0.0
853	144.9821904194371	8.357131	13859532.666666666	14383820.0	14194137.0	13133969.4
854	171.18557871990666	8.357286	38122650.666666664	32627277.666666668	30236717.333333332	25179740.0
855	226.0120610142246	8.4015255	42038667.333333336	3254366.6666666665	38586309.333333336	31193556.0
857	184.98558795605496	8.402333	60824680.333333336	5387368.333333333	71535440.0	50174213.2
856	181.01444590964016	8.405931	7498914.666666667	10230211.0	25455431.0	25938797.2
858	139.98791760010454	8.407101	16544209.666666666	23538213.666666668	33460828.333333332	17712049.6
859	223.9883599065161	8.410289	11852846.833333334	11448592.0	11035958.666666666	11140447.0
862	208.03934234680287	8.411771	21239129.0	20676990.0	19842516.666666668	17813356.0
861	122.5473397928042	8.412068	38239045.666666664	36658405.0	32907565.666666668	32300846.8
860	131.53362246755697	8.412364	37326422.0	34719422.333333336	34089876.333333336	33481334.0
863	167.0128698664502	8.412661	52244098.333333336	54389473.0	50367783.666666664	46020265.6
864	199.98794234740905	8.52728	9097749.166666666	8870938.666666666	9159081.833333334	8776148.4
865	182.9852727479359	8.538214	26643297.666666668	25792128.0	26893738.333333332	25323447.2
866	154.99029340477182	8.549639	8860488.833333334	8620724.5	9002506.333333334	8444333.6
867	158.96144861364067	8.706698	7272525.75	7532550.5	7484300.583333333	7568672.1
868	141.95869535171013	8.797717	9200607.5	9290166.666666666	9480231.833333334	9575141.4
