CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
125	280	7	0.943	-12.036
125	529	7	0.9266	-12.036
311	508	7	0.9555	-33.984
365	508	7	0.9609	-33.984
401	508	7	0.9763	-0.000
434	508	7	0.9385	-32.023
489	508	7	0.9518	-49.979
508	573	7	0.9474	63.995
60	393	7	0.9009	23.975
21	31	7	0.9504	-27.995
31	95	7	0.9173	-63.995
31	100	7	0.9684	-14.016
31	206	7	0.9485	-48.000
31	250	7	0.9219	-1.998
225	277	7	0.9627	-16.031
225	458	7	0.9254	-16.031
225	492	7	0.9687	-16.031
225	531	7	0.9643	-50.016
97	463	7	0.9069	-76.108
234	463	7	0.9458	-48.077
282	463	7	0.9364	15.918
413	463	7	0.9461	-48.077
420	463	7	0.9129	-64.072
460	463	7	0.9735	-0.077
463	487	7	0.9428	34.061
463	551	7	0.9726	0.076
463	557	7	0.9053	64.072
97	487	7	0.9573	-42.047
130	487	7	0.9382	-56.063
234	487	7	0.9816	-14.016
282	487	7	0.9254	49.979
413	487	7	0.9837	-14.016
487	551	7	0.9559	-33.985
201	277	7	0.9419	-24.000
217	277	7	0.9107	0.000
262	277	7	0.9489	-24.000
263	277	7	0.9253	18.011
277	354	7	0.884	-18.011
277	458	7	0.9312	-0.000
277	492	7	0.9561	-0.000
277	531	7	0.9253	-33.985
354	492	7	0.8849	18.011
354	614	7	0.8861	-95.073
97	551	7	0.9162	-76.032
234	551	7	0.958	-48.000
282	551	7	0.9426	15.995
413	551	7	0.9588	-48.000
420	551	7	0.9272	-63.995
460	551	7	0.9375	-0.000
551	557	7	0.9223	63.995
60	594	7	0.8955	23.974
21	93	7	0.9888	-14.016
21	174	7	0.9851	-48.000
21	250	7	0.9471	-29.993
293	531	7	0.9648	-24.000
326	531	7	0.8888	-9.985
331	531	7	0.9239	15.995
458	531	7	0.8936	-33.984
492	531	7	0.9436	-33.984
156	573	7	0.9688	-12.037
174	573	7	0.9641	1.979
243	573	7	0.9601	-28.032
382	573	7	0.9897	-0.000
401	573	7	0.9665	63.995
489	573	7	0.9802	14.016
563	573	7	0.9621	48.000
573	619	7	0.9902	-14.015
573	626	7	0.9634	-48.000
201	217	7	0.886	-24.000
217	458	7	0.9396	-0.000
217	492	7	0.8969	-0.000
57	556	7	0.9318	-12.036
151	556	7	0.9442	17.957
497	556	7	0.9697	0.000
556	619	7	0.9506	-50.016
151	250	7	0.9141	-2.016
250	280	7	0.927	17.956
250	330	7	0.9296	-32.023
250	420	7	0.9525	-16.028
250	434	7	0.9746	-48.000
250	557	7	0.9555	-16.028
95	100	7	0.9234	49.979
