formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C17H24N4O4	[M + H3N + H]+	C17H28N5O4+	0.800	0.333	97.929	94.762	3.167	31	0.938	2.273	2.597	-1.422		366.213	25	0.419	713686942138463099	713686810907073292	80	
1	C8H18N2O4S	[M - H2O + H]+	C8H17N2O3S+	0.549	0.333	34.442	34.442	0.000	9	0.122	0.947	0.947	-81460.832		221.095	25	0.421	713686923704494390	713686811360058180	91	
1	C14H27N3O6S	[M + Na]+	C14H27N3NaO6S+	1.000	1.000	151.914	151.914	0.000	39	0.641	-2.856	2.856	-2.157		388.150	25	0.421	713686949944063916	713686811158731564	84	
1	C17H29N3O6	[M + H3N + H]+	C17H33N4O6+	0.802	0.333	70.207	66.494	3.713	18	0.847	-0.228	1.900	-1.673		389.239	25	0.424	713686932009217490	713686810969987860	79	
1	C14H15NO6	[M + H3N + H]+	C14H19N2O6+	0.663	0.333	43.791	40.235	3.555	11	0.988	1.346	1.346	-1.359		311.123	25	0.425	713686942440453034	713686811003542296	95	
1	C8H20NO5	[M - H2O + H]+	C8H19NO4+	0.999	0.333	11.555	11.555	0.000	2	0.756	4.740	4.740	-93251.679		193.132	25	0.425	713686935771508677	713686811062262560	86	
1	C17H34N6O5	[M - H2O + H]+	C17H33N6O4+	0.692	0.333	43.784	43.784	0.000	17	0.816	0.991	0.991	-46749.751		385.256	26	0.427	713686947154851403	713686811259394872	89	
1	C14H27N3O8	[M - H2O + H]+	C14H26N3O7+	0.674	0.333	39.585	39.585	0.000	14	0.823	-0.700	0.827	-51729.122		348.176	26	0.427	713686947498784396	713686811032902428	82	
1	C13H25N5O3	[M + Na]+	C13H25N5NaO3+	0.989	1.000	88.616	88.616	0.000	28	0.537	-3.123	3.984	5.229		322.187	26	0.427	713686942872466424	713686811091622692	85	
1	C15H32N4O5	[M - H2O + H]+	C15H31N4O4+	0.712	0.333	28.842	28.842	0.000	13	0.448	-0.812	0.916	-54375.711		331.233	26	0.428	713686949415581479	713686811125177128	88	
1	C12H22N2O3	[M + H3N + H]+	C12H26N3O3+	0.799	0.333	72.268	66.747	5.521	14	0.900	1.060	2.290	-0.761		260.197	26	0.431	713686937495367856	713686811196480304	113	
1	C14H24N2O6S	[M + H3N + H]+	C14H28N3O6S+	0.800	0.333	90.660	86.200	4.460	29	0.950	1.645	2.352	-0.636		366.169	26	0.432	713686947029022254	713686811225840436	83	
1	C10H17NO4	[M + H3N + H]+	C10H21N2O4+	0.800	0.333	34.886	31.669	3.217	5	0.952	2.914	2.914	-1.088		233.149	26	0.435	713686922924353737	713686811326503744	93	
1	C17H24N4O6	[M + H3N + H]+	C17H28N5O6+	0.993	0.333	101.525	101.525	0.000	28	0.634	0.728	0.941	-0.013		398.203	26	0.436	713686957225376404	713686811452332880	90	
1	C7H18N4O8	[M - H2O + H]+	C7H17N4O7+	0.771	0.331	21.375	21.375	0.000	4	0.596	1.006	2.255	-66927.205		269.109	26	0.437	713686943765853254	713686811389418312	92	
1	C9H17F3N2O3	[M - H2O + H]+	C9H16F3N2O2+	0.424	0.326	43.632	41.214	2.418	10	0.736	0.149	2.783	-74698.196		241.116	26	0.438	713686946378905042	713686811418778444	87	
1	C11H18N4O3	[M - H2O + H]+	C11H17N4O2+	0.804	0.333	46.565	46.565	0.000	12	0.862	0.099	0.755	-75951.204		237.135	26	0.441	713686933171039853	713686811292949308	96	
1	C11H18N4O3S	[M - H2O + H]+	C11H17N4O2S+	0.607	0.333	54.842	54.842	0.000	11	0.833	0.912	0.912	-66926.412		269.107	28	0.459	713686931212299549	713686811519441752	103	
1	C28H31NO5	[M + H3N + H]+	C28H35N2O5+	0.514	0.210	63.723	62.242	1.480	22	0.936	0.935	3.152	-2.355		479.253	28	0.460	713686941484151550	713686811544607580	99	
1	C12H18N2O5	[M - H2O + H]+	C12H17N2O4+	0.903	0.332	14.487	14.487	0.000	3	0.283	-2.330	2.330	-71157.163		253.118	28	0.461	713686929136118846	713686811611716452	97	
1	C11H20N2O5	[M + K]+	C11H20KN2O5+	1.000	1.000	27.251	27.251	0.000	3	0.721	0.053	0.251	-0.116		299.100	28	0.466	713686940439769646	713686811490081620	110	
1	C11H19NO4S	[M + H3N + H]+	C11H23N2O4S+	1.000	0.333	73.044	69.800	3.244	20	0.923	-0.599	1.316	-0.841		279.137	28	0.466	713686936174161922	713686811582356320	98	
1	C10H20N2O4S	[M + Na]+	C10H20N2NaO4S+	0.987	0.452	14.733	14.733	0.000	3	0.713	-0.051	0.674	-1.354		287.103	28	0.473	713686934307696296	713686811641076584	106	
1	C12H28FN2O5	[M + Na]+	C12H28FN2NaO5+	0.981	0.983	28.767	28.767	0.000	7	0.834	-0.534	0.635	-1.167		322.187	29	0.477	713686941450597093	713686811787877244	121	
1	C5H11N3O5	[M - H2O + H]+	C5H10N3O4+	0.887	0.046	1.569	1.569	0.000	0	0.000	-5.158	5.158	-102299.735		176.066	29	0.479	713686946026583426	713686811670436716	104	
1	C9H20N2O5S	[M - H2O + H]+	C9H19N2O4S+	0.787	0.304	8.769	8.769	0.000	3	0.223	0.313	0.645	-71725.648		251.106	29	0.480	713686925151529509	713686811842403204	117	
1	C5H13O5	[M + H]+	C5H14O5+	0.479	0.801	4.257	4.257	0.000	0	0.000	3.550	3.550	2.661		154.084	29	0.482	713686939508634045	713686811699796848	112	
1	C10H17NO4S	[M + H3N + H]+	C10H21N2O4S+	0.969	0.333	147.372	144.222	3.149	43	0.887	0.064	1.028	0.247		265.122	29	0.484	713686935939280871	713686811724962676	107	
1	C10H18N2O3	[M + Na]+	C10H18N2NaO3+	1.000	0.528	3.346	3.346	0.000	1	0.205	0.074	0.682	-1.004		237.121	29	0.484	713686921632507947	713686811930483600	101	
1	C6H15NO3	[M - H2O + H]+	C6H14NO2+	0.975	0.333	28.893	24.673	4.220	2	1.000	6.762	6.762	-136337.601		132.102	30	0.499	713686931677867420	713686811758517112	115	
1	C12H22N4O3	[M + H3N + H]+	C12H26N5O3+	0.800	0.333	84.571	79.247	5.324	24	0.863	-0.595	1.117	-0.958		288.203	30	0.503	713686934391582407	713686811813043072	105	
1	C20H36N4O6	[M + H]+	C20H37N4O6+	0.524	0.333	26.836	20.734	6.101	3	1.000	-0.353	1.032	-1.261		429.270	30	0.507	713686920713955213	713686811875957640	129	
1	C10H20N2O4	[M - H2O + H]+	C10H19N2O3+	0.996	0.333	23.818	18.629	5.189	2	1.000	1.790	1.790	-83716.436		215.139	31	0.509	713686932105686504	713686811905317772	109	
1	C9H20N2O5	[M - H2O + H]+	C9H19N2O4+	0.989	0.333	28.995	28.995	0.000	3	0.921	3.621	4.011	-82190.515		219.134	31	0.520	713686921611536418	713686812312165320	125	
1	C12H19FN4O5	[M - H2O + H]+	C12H18FN4O4+	0.577	0.319	17.951	17.951	0.000	4	0.575	-1.478	1.478	-59813.583		301.130	32	0.528	713686934601297692	713686811964038036	118	
1	C11H16N2O2	[M + H3N + H]+	C11H20N3O2+	1.000	0.333	86.021	82.927	3.094	10	0.340	0.941	1.124	-1.032		226.155	32	0.531	713686946102080916	713686811993398168	122	
1	C20H34N6O6	[M - H2O + H]+	C20H33N6O5+	0.523	0.333	26.262	26.262	0.000	14	0.751	0.011	0.442	-41190.702		437.251	32	0.531	713686957678361320	713686812022758300	124	
1	C15H18N2O3	[M + H3N + H]+	C15H22N3O3+	0.999	0.333	104.409	100.899	3.510	32	0.612	-0.683	1.320	-1.260		292.165	32	0.532	713686939412165032	713686812047924128	123	
1	C13H15NO5	[M + H3N + H]+	C13H19N2O5+	0.801	0.267	60.942	59.805	1.136	16	0.662	0.984	1.433	-8.894		283.126	32	0.536	713686935503073196	713686812077284260	139	
1	C11H16N4O3	[M + H3N + H]+	C11H20N5O3+	0.922	0.333	63.326	63.326	0.000	11	0.818	-1.659	1.817	-1.910		270.156	33	0.543	713686942612419519	713686812127615916	127	
1	C12H20N2O5	[M + H3N + H]+	C12H24N3O5+	0.800	0.333	87.846	87.846	0.000	23	0.968	0.369	2.184	-0.887		290.171	33	0.544	713686935792480206	713686812102450088	128	
1	C11H17NO5	[M + H3N + H]+	C11H21N2O5+	0.800	0.333	69.362	63.679	5.682	8	0.953	0.712	1.232	-0.682		261.144	33	0.557	713686944789263538	713686812156976048	100	
