feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality
117	APIDTRXFGYOLLH	gnps	C[C@H]([C@@H](C(=O)N[C@@H](CCSC)C(=O)O)N)O	CCMSLIB00003140072	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.933195	4188030.0	0.0	0.789962	9.0	0.000198364	251.106	1.0	temp/spectra_filtered.mgf117	1.0	Spectral Match to Thr-Met from NIST14	ESI	qTof	Isolated	Data from Julia Gauglitz	Data deposited by fevargas	M+H	251.106	250.099	1.0	90729285		C[C@H]([C@@H](C(=O)N[C@@H](CCSC)C(=O)O)N)O	InChI=1S/C9H18N2O4S/c1-5(12)7(10)8(13)11-6(9(14)15)3-4-16-2/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t5-,6+,7+/m1/s1		3.0	Positive	GNPS-NIST14-MATCHES	251.106	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C9H18N2O4S	APIDTRXFGYOLLH-VQVTYTSYSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003140072																																																																							
117	CVFXMLXLNNEEJM	sirius	CC(=O)NC(CSC(CO)C=C)C(=O)O																																																																																												1.0	3.0	0.006	0.047	-150.941	0.094	0.304	8.769	C9H15NO4S	[M + H3N + H]+	C9H19N2O4S+	InChI=1S/C9H15NO4S/c1-3-7(4-11)15-5-8(9(13)14)10-6(2)12/h3,7-8,11H,1,4-5H2,2H3,(H,10,12)(H,13,14)	(2R)-2-acetamido-3-(1,1,2,3,4,4-hexadeuterio-1-hydroxybut-3-en-2-yl)sulfanylpropanoic acid	CC(=O)NC(CSC(CO)C=C)C(=O)O	-0.2	3081303;29970881;46780008;3547512;71312920;71312924	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0244631);BloodExposome:(3081303);CHEBI:(165875);MESH:(3081303);PUBCHEM:(3081303 29970881 46780008 3547512 71312920 71312924);DSSTox:(DTXSID70932440);PUBMED	137459925102.0	251.106	29.0	0.48	7.136869251515295e+17	7.136868118424032e+17	
117	KAKJTZWHIUWTTD	isdb	CSCC[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O																																													7.0	Amino acids and Peptides	0.4761904761904761	Small peptides	0.4642857142857143	Dipeptides	0.4285714285714285	2.0	0.35912192	ISDB	http://www.wikidata.org/entity/Q27141931	KAKJTZWHIUWTTD-VQVTYTSYSA-N	InChI=1S/C9H18N2O4S/c1-5(12)7(9(14)15)11-8(13)6(10)3-4-16-2/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t5-,6+,7+/m1/s1	CSCC[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O	C9H18N2O4S		250.098728056	Met-Thr	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']											0.0	3.0	2.9364876747131348	1.0																								
118	GKUSWHCXMZJRRT	sirius	CC1=C(NC(=O)C(=C1C)C(=O)NC(CC2=CN=CN2)C(=O)O)C																																																																																												1.0	4.0	0.263	0.263	-190.046	0.012	0.011	14.625	C15H18N4O4	[M - H2O + H]+	C15H17N4O3+	InChI=1S/C15H18N4O4/c1-7-8(2)12(13(20)18-9(7)3)14(21)19-11(15(22)23)4-10-5-16-6-17-10/h5-6,11H,4H2,1-3H3,(H,16,17)(H,18,20)(H,19,21)(H,22,23)	(2S)-3-(1H-imidazol-5-yl)-2-[(4,5,6-trimethyl-2-oxo-1H-pyridine-3-carbonyl)amino]propanoic acid	CC1=C(NC(=O)C(=C1C)C(=O)NC(CC2=CN=CN2)C(=O)O)C	0.2	121501994	PUBCHEM:(121501994)	2.0	301.13	32.0	0.528	7.136869346012977e+17	7.13686811964038e+17	
118	IUQZLPOODRVXJP	isdb	COc1cc(C(N)=O)nc2c(O)cccc12																																													4.0	Alkaloids	0.6	Histidine alkaloids	0.2	Imidazole alkaloids	0.2	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105120784	IUQZLPOODRVXJP-UHFFFAOYSA-N	InChI=1S/C11H10N2O3/c1-16-9-5-7(11(12)15)13-10-6(9)3-2-4-8(10)14/h2-5,14H,1H3,(H2,12,15)	COc1cc(C(N)=O)nc2c(O)cccc12	C11H10N2O3	pos_1_1proton2acetonitrile	218.06914218	8-Hydroxy-4-methoxyquinoline-2-carboxamide	Alkaloids	Anthranilic acid alkaloids		http://www.wikidata.org/entity/Q135292	Pseudomonas fluorescens	22658.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas fluorescens']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']		6.0	1.0	6.5	1.0																								
121	OZILORBBPKKGRI	isdb	N=C(N)NCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O																																													22.0	Amino acids and Peptides	0.4666666666666667	Small peptides	0.4666666666666667	Dipeptides	0.4666666666666667	1.0	0.5166119	ISDB	http://www.wikidata.org/entity/Q27142242	OZILORBBPKKGRI-RYUDHWBXSA-N	InChI=1S/C15H23N5O3/c16-11(9-10-5-2-1-3-6-10)13(21)20-12(14(22)23)7-4-8-19-15(17)18/h1-3,5-6,11-12H,4,7-9,16H2,(H,20,21)(H,22,23)(H4,17,18,19)/t11-,12-/m0/s1	N=C(N)NCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O	C15H23N5O3		321.180089596	Phe-arg	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q4688339	Aeromonas veronii	704628.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Aeromonadales']	['Aeromonadaceae']	['Unknown']	['Aeromonas']	['Aeromonas veronii']											0.0	3.0	3.566447496414185	1.0																								
122	ULSRTULZEWKAHA	sirius	C1CC(C1)N2CC(=O)N3CCCC3C2=O																																																																																												1.0	1.0	0.054	0.054	-127.524	1.0	0.333	86.021	C11H16N2O2	[M + H3N + H]+	C11H20N3O2+	InChI=1S/C11H16N2O2/c14-10-7-13(8-3-1-4-8)11(15)9-5-2-6-12(9)10/h8-9H,1-7H2	2-cyclobutyl-6,7,8,8a-tetrahydro-3H-pyrrolo[1,2-a]pyrazine-1,4-dione	C1CC(C1)N2CC(=O)N3CCCC3C2=O	0.5	79944354	PUBCHEM:(79944354)	2.0	226.155	32.0	0.531	7.136869461020809e+17	7.136868119933981e+17	
122	VBSSYYRKWADWMM	isdb	CC(C)CC1=CNC(CCC(N)=O)C(=O)N1																																													3.0	Amino acids and Peptides	0.1666666666666666	Small peptides	0.1666666666666666	Dipeptides	0.1666666666666666	1.0	0.65535533	ISDB	http://www.wikidata.org/entity/Q104199204	VBSSYYRKWADWMM-UHFFFAOYSA-N	InChI=1S/C11H19N3O2/c1-7(2)5-8-6-13-9(11(16)14-8)3-4-10(12)15/h6-7,9,13H,3-5H2,1-2H3,(H2,12,15)(H,14,16)	CC(C)CC1=CNC(CCC(N)=O)C(=O)N1	C11H19N3O2		225.147726848	Glulisine A	Alkaloids	Peptide alkaloids		http://www.wikidata.org/entity/Q683881	Aspergillus nidulans	117339.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus nidulans']											0.0	0.0	2.621421337127685	1.0																								
123	IXXXSPXHTGEIQP	sirius	CCCCCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2																																																																																												1.0	1.0	0.08	0.089	-300.082	0.999	0.333	104.409	C15H18N2O3	[M + H3N + H]+	C15H22N3O3+	InChI=1S/C15H18N2O3/c1-2-3-7-10-15(11-8-5-4-6-9-11)12(18)16-14(20)17-13(15)19/h4-6,8-9H,2-3,7,10H2,1H3,(H2,16,17,18,19,20)	5-Pentyl-5-phenylbarbituric acid	CCCCCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2	2.287	48165	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(48165);DSSTox:(DTXSID30216970)	137506062338.0	292.165	32.0	0.532	7.13686939412165e+17	7.136868120479241e+17	
124	PPUFQCCFKPWGHM	sirius	CC(C)CC1C(=O)NCC(=O)NCC(=O)NC(C(=O)NCC(=O)NCC(=O)N1)CC(C)C																																																																																												1.0	1.0	0.158	0.158	-205.051	0.523	0.333	26.262	C20H34N6O6	[M - H2O + H]+	C20H33N6O5+	InChI=1S/C20H34N6O6/c1-11(2)5-13-19(31)23-7-15(27)22-10-18(30)26-14(6-12(3)4)20(32)24-8-16(28)21-9-17(29)25-13/h11-14H,5-10H2,1-4H3,(H,21,28)(H,22,27)(H,23,31)(H,24,32)(H,25,29)(H,26,30)	Cyclo(Gly-Gly-Leu-Gly-Gly-Leu-)	CC(C)CC1C(=O)NCC(=O)NCC(=O)NC(C(=O)NCC(=O)NCC(=O)N1)CC(C)C	-0.5	15725920	PUBCHEM:(15725920)	2.0	437.251	32.0	0.531	7.136869576783613e+17	7.136868120227583e+17	
125	GVRKWABULJAONN	isdb																																														7.0	Amino acids and Peptides	0.4761904761904761	Small peptides	0.4642857142857143	Dipeptides	0.4285714285714285	1.0	0.7940681	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	3.176272392272949	1.0																								
125	QOMCIWUKYNTXFH	sirius	CC(C)CC(C(=O)O)NC(=O)OC=C																																																																																												1.0	2.0	0.108	0.108	-169.515	0.011	0.333	28.995	C9H15NO4	[M + H3N + H]+	C9H19N2O4+	InChI=1S/C9H15NO4/c1-4-14-9(13)10-7(8(11)12)5-6(2)3/h4,6-7H,1,5H2,2-3H3,(H,10,13)(H,11,12)	2-(Ethenoxycarbonylamino)-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)OC=C	1.8	139687778;280921	PUBCHEM:(139687778 280921)	2.0	219.134	31.0	0.52	7.136869216115364e+17	7.136868123121654e+17	
127	AZDCVMCXGLWYHN	sirius	C1C(CNC1C(=O)NC(CCCN=C(N)N)C(=O)O)O																																																																																												1.0	3.0	0.478	0.478	-258.165	0.038	0.333	63.326	C11H21N5O4	[M - H2O + H]+	C11H20N5O3+	InChI=1S/C11H21N5O4/c12-11(13)14-3-1-2-7(10(19)20)16-9(18)8-4-6(17)5-15-8/h6-8,15,17H,1-5H2,(H,16,18)(H,19,20)(H4,12,13,14)	Hydroxyprolyl-Arginine	C1C(CNC1C(=O)NC(CCCN=C(N)N)C(=O)O)O	-4.8	131750764	HMDB:(HMDB0028857);CHEBI:(193861);SUPERNATURAL:(SN0019257);FooDB:(FDB111889);PUBCHEM:(131750764)	537919530.0	270.156	33.0	0.543	7.136869426124196e+17	7.136868121276159e+17	
128	FAIDFZQENXZKAI	sirius	CCCNC(=O)C1C(O1)C(=O)NC(C(C)C)C(=O)O																																																																																												1.0	1.0	0.12	0.12	-174.59	0.8	0.333	87.846	C12H20N2O5	[M + H3N + H]+	C12H24N3O5+	InChI=1S/C12H20N2O5/c1-4-5-13-10(15)8-9(19-8)11(16)14-7(6(2)3)12(17)18/h6-9H,4-5H2,1-3H3,(H,13,15)(H,14,16)(H,17,18)	3-methyl-2-[[(2S,3S)-3-(propylcarbamoyl)oxirane-2-carbonyl]amino]butanoic acid	CCCNC(=O)C1C(O1)C(=O)NC(C(C)C)C(=O)O	0.5	59114276	PUBCHEM:(59114276)	2.0	290.171	33.0	0.544	7.136869357924803e+17	7.1368681210245e+17	
129	VPIAUJHNRCATCT	sirius	CCC(C)C(C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)O)N																																																																																												1.0	1.0	0.319	0.319	-181.547	0.524	0.333	26.836	C20H36N4O6	[M + H]+	C20H37N4O6+	InChI=1S/C20H36N4O6/c1-5-11(3)15(21)19(28)24-9-7-8-14(24)18(27)22-13(10-25)17(26)23-16(20(29)30)12(4)6-2/h11-16,25H,5-10,21H2,1-4H3,(H,22,27)(H,23,26)(H,29,30)	H-DL-xiIle-DL-Pro-DL-Ser-DL-xiIle-OH	CCC(C)C(C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)O)N	0.04	18297306	PUBCHEM:(18297306)	2.0	429.27	30.0	0.507	7.136869207139552e+17	7.136868118759576e+17	
130	XBGGUPMXALFZOT	isdb	NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O																																													7.0	Amino acids and Peptides	0.4761904761904761	Small peptides	0.4642857142857143	Dipeptides	0.4285714285714285	1.0	0.9061458	ISDB	http://www.wikidata.org/entity/Q27140599	XBGGUPMXALFZOT-VIFPVBQESA-N	InChI=1S/C11H14N2O4/c12-6-10(15)13-9(11(16)17)5-7-1-3-8(14)4-2-7/h1-4,9,14H,5-6,12H2,(H,13,15)(H,16,17)/t9-/m0/s1	NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	C11H14N2O4		238.095356928	CID 6994980	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']											0.0	3.0	5.1245832443237305	1.0																								
131	OHGJMPDANPWMKQ	sirius	CC(C(C(=O)NC(CCCCN)C(=O)N1CC=CC1C(=O)NC(CCCN=C(N)N)C(=O)O)N)O																																																																																												1.0	4.0	0.152	0.152	-344.478	0.012	0.011	25.32	C21H38N8O6	[M + Na]+	C21H38N8NaO6+	InChI=1S/C21H38N8O6/c1-12(30)16(23)18(32)27-13(6-2-3-9-22)19(33)29-11-5-8-15(29)17(31)28-14(20(34)35)7-4-10-26-21(24)25/h5,8,12-16,30H,2-4,6-7,9-11,22-23H2,1H3,(H,27,32)(H,28,31)(H,34,35)(H4,24,25,26)	Tuftsin, (3,4-dehydro-pro)(3)-	CC(C(C(=O)NC(CCCCN)C(=O)N1CC=CC1C(=O)NC(CCCN=C(N)N)C(=O)O)N)O	-5.6	53461943;129606519;129606520;129606521;129606522;21120393;124648;24983848	MESH:(124648);PUBCHEM:(53461943 129606519 129606520 129606521 129606522 21120393 124648 24983848);DSSTox:(DTXSID30919691);PUBMED	137438953542.0	521.282	34.0	0.559	7.136869385020009e+17	7.136868122073076e+17	
133	BJOVPICCZZFNCS	sirius	CCCCCC(C(CCO)SCC(C(=O)O)N)O																																																																																												1.0	1.0	0.034	0.034	-305.301	0.998	0.332	11.385	C12H25NO4S	[M - H2O + H]+	C12H24NO3S+	InChI=1S/C12H25NO4S/c1-2-3-4-5-10(15)11(6-7-14)18-8-9(13)12(16)17/h9-11,14-15H,2-8,13H2,1H3,(H,16,17)	S-(1,4-dihydroxynonan-3-yl)-L-cysteine	CCCCCC(C(CCO)SCC(C(=O)O)N)O	-1.3	118987329	CHEBI:(131664);PUBCHEM:(118987329)	34.0	262.148	33.0	0.557	7.136869410269723e+17	7.136868121821418e+17	
134	MALNXHYEPCSPPU	gnps|isdb	N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	CCMSLIB00013639058	spectra_filtered.mgf	WINE-DB-ORBITRAP.mgf	0.807953	15297500.0	0.0	0.0	6.0	0.0	269.113	0.0	temp/spectra_filtered.mgf134	1.0	Ser-Tyr	ESI	Orbitrap	Commercial	Axel_Marchal	TE_MLS	M+H	269.113	268.27	1.0	21435-27-8		C1=CC(=CC=C1C[C@@H](C(=O)O)NC(=O)[C@H](CO)N)O	InChI=1S/C12H16N2O5/c13-9(6-15)11(17)14-10(12(18)19)5-7-1-3-8(16)4-2-7/h1-4,9-10,15-16H,5-6,13H2,(H,14,17)(H,18,19)/t9-,10-/m0/s1		1.0	Positive	WINE-DB-ORBITRAP	269.113	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C12H16N2O5	MALNXHYEPCSPPU-UWVGGRQHSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00013639058	-1.0							1.0	0.5509491	ISDB	http://www.wikidata.org/entity/Q27143824	MALNXHYEPCSPPU-UWVGGRQHSA-N	InChI=1S/C12H16N2O5/c13-9(6-15)11(17)14-10(12(18)19)5-7-1-3-8(16)4-2-7/h1-4,9-10,15-16H,5-6,13H2,(H,14,17)(H,18,19)/t9-,10-/m0/s1	N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	C12H16N2O5		268.105921612	Ser-Tyr	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']											0.0	0.0	2.20379638671875	1.0																								
134	QOXGDQIXNKKWHC	sirius	C=CCOC(=O)NC(C1=CC=C(C=C1)O)C(=O)O																																																																																												1.0	1.0	0.231	0.231	-177.149	0.742	0.033	52.625	C12H13NO5	[M + H3N + H]+	C12H17N2O5+	InChI=1S/C12H13NO5/c1-2-7-18-12(17)13-10(11(15)16)8-3-5-9(14)6-4-8/h2-6,10,14H,1,7H2,(H,13,17)(H,15,16)	(R)-((Allyloxy)carbonylamino)(4-hydroxyphenyl)acetic acid	C=CCOC(=O)NC(C1=CC=C(C=C1)O)C(=O)O	1.5	3020131;11357171;13060652	NORMAN:(NS00038654);PUBCHEM:(3020131 11357171 13060652);DSSTox:(DTXSID60233832)	137439215618.0	269.113	34.0	0.565	7.136869404859071e+17	7.136868122618337e+17	
135	PNDMHTTXXPUQJH	sirius	CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)O)N																																																																																												1.0	2.0	0.419	0.419	-233.05	0.201	0.333	56.395	C15H27N3O7	[M - H2O + H]+	C15H26N3O6+	InChI=1S/C15H27N3O7/c1-4-7(2)11(16)14(23)17-9(5-6-10(20)21)13(22)18-12(8(3)19)15(24)25/h7-9,11-12,19H,4-6,16H2,1-3H3,(H,17,23)(H,18,22)(H,20,21)(H,24,25)	4-[(2-Amino-3-methylpentanoyl)amino]-5-[(1-carboxy-2-hydroxypropyl)amino]-5-oxopentanoic acid	CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)O)N	-1.208	145456140;18221713	CHEBI:(158402);PUBCHEM:(145456140 18221713)	34.0	344.181	34.0	0.564	7.13686937180795e+17	7.136868122324735e+17	
136	QXMNNNAFUOZTQZ	sirius	CC(C)CC(C(=O)O)NC(=O)CNC(=O)C																																																																																												1.0	1.0	0.069	0.069	-233.383	1.0	0.333	23.336	C10H18N2O4	[M - H2O + H]+	C10H17N2O3+	InChI=1S/C10H18N2O4/c1-6(2)4-8(10(15)16)12-9(14)5-11-7(3)13/h6,8H,4-5H2,1-3H3,(H,11,13)(H,12,14)(H,15,16)	N-Acetylglycyl-L-leucine	CC(C)CC(C(=O)O)NC(=O)CNC(=O)C	-0.131	4098449;7010526;7010527;12831080	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(4098449 7010526 7010527 12831080);PUBMED:(null)	67108930.0	213.123	34.0	0.563	7.136869459259201e+17	7.136868122869996e+17	
137	XMLFIOJWWQQWAH	sirius	CC(C)C(C(=O)O)NC(C(C)C)C(=O)O																																																																																												1.0	1.0	0.144	0.144	-214.96	0.99	0.333	23.201	C10H19NO4	[M - H2O + H]+	C10H18NO3+	InChI=1S/C10H19NO4/c1-5(2)7(9(12)13)11-8(6(3)4)10(14)15/h5-8,11H,1-4H3,(H,12,13)(H,14,15)	Diisopropyl iminodiacetic acid	CC(C)C(C(=O)O)NC(C(C)C)C(=O)O	-0.6	85540019;161751578	BloodExposome:(85540019);PUBCHEM:(85540019 161751578)	4194306.0	200.128	34.0	0.569	7.136869324663967e+17	7.13686812362497e+17	
139	QFNMSDIRMFONHR	sirius	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)OC(=O)C																																																																																												1.0	1.0	0.373	0.748	-208.777	0.801	0.267	60.942	C13H15NO5	[M + H3N + H]+	C13H19N2O5+	InChI=1S/C13H15NO5/c1-8(15)14-12(13(18)19-9(2)16)7-10-3-5-11(17)6-4-10/h3-6,12,17H,7H2,1-2H3,(H,14,15)	Acetyl 2-acetamido-3-(4-hydroxyphenyl)propanoate	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)OC(=O)C	0.995	21116289;73743562	NORMAN:(NS00051640);PUBCHEM:(21116289 73743562)	262146.0	283.126	32.0	0.536	7.136869355030732e+17	7.136868120772842e+17	
140	KUWNGKYAKRWUKJ	isdb																																														-1.0							1.0	0.49622875	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	1.984915018081665	1.0																								
140	SZJNCZMRZAUNQT	gnps	CC(C)CC1N=C(O)C2CCCN2C1=O	CCMSLIB00005739602	spectra_filtered.mgf	MASSBANK.mgf	0.777355	1984050.0	0.0	184.426	7.0	0.0389404	211.105	1.0	temp/spectra_filtered.mgf140	1.0	Massbank:PR300771 Cyclo(proline-leucine)	ESI	qTof	Isolated	Massbank	Massbank	M+H	211.144	0.0	1.0			CC(C)CC1N=C(O)C2CCCN2C1=O	1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)		3.0	Positive	MASSBANK	211.144	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C11H18N2O2	SZJNCZMRZAUNQT-UHFFFAOYSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues			Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00005739602																																																																							
142	KTOATHAWJJYSMD	sirius	CNCC(=O)NC1CC2C(=O)NC3=CC=CC=C3C(=O)N2C1																																																																																												1.0	1.0	0.075	0.075	-411.9	0.998	0.333	68.951	C15H18N4O3	[M + H3N + H]+	C15H22N5O3+	InChI=1S/C15H18N4O3/c1-16-7-13(20)17-9-6-12-14(21)18-11-5-3-2-4-10(11)15(22)19(12)8-9/h2-5,9,12,16H,6-8H2,1H3,(H,17,20)(H,18,21)		CNCC(=O)NC1CC2C(=O)NC3=CC=CC=C3C(=O)N2C1	-0.5	163143776;85006393;9421109;9421110	COCONUT:(CNP0453968);SUPERNATURAL:(SN0195040);PUBCHEM:(163143776 85006393 9421109 9421110)	3145730.0	320.171	35.0	0.58	7.136869436903557e+17	7.136868123876628e+17	
144	QRJMLIPXTTYRMQ	sirius	CNC1C(C(C(C(C1O)O)O)NC)O																																																																																												1.0	2.0	0.017	0.017	-318.996	0.463	0.333	21.687	C8H18N2O4	[M - H2O + H]+	C8H17N2O3+	InChI=1S/C8H18N2O4/c1-9-3-5(11)4(10-2)7(13)8(14)6(3)12/h3-14H,1-2H3	Actinamine	CNC1C(C(C(C(C1O)O)O)NC)O	-3.2	140565917;46173945;132067301;165422	COCONUT:(CNP0343680);BloodExposome:(46173945);CHEBI:(81195);SUPERNATURAL:(SN0313160);KEGG:(C17575);PUBCHEM:(140565917 46173945 132067301 165422);DSSTox:(DTXSID30977751);LOTUS:(Q105226428)	137714729250.0	189.123	35.0	0.591	7.136869257009834e+17	7.13686812513492e+17	
