feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality
94	UPJONISHZRADBH	sirius	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)O)N																																																																																												1.0	2.0	0.604	0.604	-169.835	0.046	0.333	121.568	C10H18N2O5	[M + H]+	C10H19N2O5+	InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)	2-(2-amino-3-methylbutanamido)pentanedioic acid	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)O)N	-0.907	5058636;7009622;7009623;40520340;40520338;40520342;61159819;61160307;79013162	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0347264);HMDB:(HMDB0029126);METACYC:(CPD-20364);CHEBI:(75011);SUPERNATURAL:(SN0376571);FooDB:(FDB112128);PUBCHEM:(5058636 7009622 7009623 40520340 40520338 40520342 61159819 61160307 79013162);DSSTox:(DTXSID30654479);LOTUS:(Q27145070)	138264184874.0	247.129	24.0	0.401	7.136869259232817e+17	7.136868109406277e+17	
95	CLSAEXZTTQJZHA	isdb	C[C@@H](O)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)c(C=O)c1)C(=O)O																																													7.0	Amino acids and Peptides	0.4761904761904761	Small peptides	0.4642857142857143	Dipeptides	0.4285714285714285	4.0	0.28443572	ISDB	http://www.wikidata.org/entity/Q77371242	CLSAEXZTTQJZHA-VHRDEZTHSA-N	InChI=1S/C14H18N2O6/c1-7(18)12(14(21)22)16-13(20)10(15)5-8-2-3-11(19)9(4-8)6-17/h2-4,6-7,10,12,18-19H,5,15H2,1H3,(H,16,20)(H,21,22)/t7-,10+,12+/m1/s1	C[C@@H](O)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)c(C=O)c1)C(=O)O	C14H18N2O6		310.116486296	3-formyl-L-tyrosinyl-L-threonine	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q7254503	Pseudoalteromonas tunicata	962415.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Alteromonadales']	['Pseudoalteromonadaceae']	['Unknown']	['Pseudoalteromonas']	['Pseudoalteromonas tunicata']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']						3.0	3.0	5.637742877006531	1.0																								
95	PDSLRCZINIDLMU	sirius	C1=CC(=CC=C1CC(C(=O)NC(CCC(=O)O)C(=O)O)N)O																																																																																												1.0	3.0	0.964	0.99	-128.974	0.048	0.333	43.791	C14H18N2O6	[M + H]+	C14H19N2O6+	InChI=1S/C14H18N2O6/c15-10(7-8-1-3-9(17)4-2-8)13(20)16-11(14(21)22)5-6-12(18)19/h1-4,10-11,17H,5-7,15H2,(H,16,20)(H,18,19)(H,21,22)	Tyrosylglutamic acid	C1=CC(=CC=C1CC(C(=O)NC(CCC(=O)O)C(=O)O)N)O	-0.393	19816750;7009627;7009628;10149652	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0029104);BloodExposome:(19816750);CHEBI:(74883);SUPERNATURAL:(SN0282677);FooDB:(FDB112108);PUBCHEM:(19816750 7009627 7009628 10149652);DSSTox:(DTXSID00600266 DTXSID201311892);PUBMED:(null)	137997844586.0	311.123	25.0	0.425	7.13686942440453e+17	7.136868110035423e+17	
96	MFPVJZYQYCDQAD	isdb	O=C1NC(CC2CN=CN2)C(=O)N2CCCC12																																													4.0	Alkaloids	0.6	Histidine alkaloids	0.2	Imidazole alkaloids	0.2	1.0	0.7501926	ISDB	http://www.wikidata.org/entity/Q105162945	MFPVJZYQYCDQAD-UHFFFAOYSA-N	InChI=1S/C11H16N4O2/c16-10-9-2-1-3-15(9)11(17)8(14-10)4-7-5-12-6-13-7/h6-9H,1-5H2,(H,12,13)(H,14,16)	O=C1NC(CC2CN=CN2)C(=O)N2CCCC12	C11H16N4O2		236.127325752	3-(4,5-dihydro-1H-imidazol-5-ylmethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione	Alkaloids	Lysine alkaloids		http://www.wikidata.org/entity/Q104838133	Streptomyces nigra	5883224.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Streptomyces nigra']		['Bacteria']									1.0	1.0	4.500770330429077	1.0																								
96	VLDVBZICYBVQHB	sirius	CC(C)C(C(=O)O)NC(=O)C(CC1=CN=CN1)N																																																																																												1.0	1.0	0.659	0.659	-108.312	0.804	0.333	46.565	C11H18N4O3	[M - H2O + H]+	C11H17N4O2+	InChI=1S/C11H18N4O3/c1-6(2)9(11(17)18)15-10(16)8(12)3-7-4-13-5-14-7/h4-6,8-9H,3,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)		CC(C)C(C(=O)O)NC(=O)C(CC1=CN=CN1)N	-2.5	7021870;7021871;18218216	COCONUT:(CNP0471068);HMDB:(HMDB0028898);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(7021871);CHEBI:(74060);SUPERNATURAL:(SN0393232);FooDB:(FDB111927);PUBCHEM:(7021870 7021871 18218216);DSSTox:(DTXSID701315425);LOTUS:(Q27144373)	138318708778.0	237.135	26.0	0.441	7.136869331710399e+17	7.136868112929492e+17	
97	ALZVPLKYDKJKQU	isdb	C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O																																													7.0	Amino acids and Peptides	0.4761904761904761	Small peptides	0.4642857142857143	Dipeptides	0.4285714285714285	1.0	0.77015823	ISDB	http://www.wikidata.org/entity/Q27140488	ALZVPLKYDKJKQU-XVKPBYJWSA-N	InChI=1S/C12H16N2O4/c1-7(13)11(16)14-10(12(17)18)6-8-2-4-9(15)5-3-8/h2-5,7,10,15H,6,13H2,1H3,(H,14,16)(H,17,18)/t7-,10-/m0/s1	C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	C12H16N2O4		252.111006992	CID 7010480	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']											0.0	3.0	4.580632925033569	1.0																								
97	JYKQZYMZPYYHLX	sirius	C=COC(=O)CNC(=O)OCC1=CC=CC=C1																																																																																												1.0	2.0	0.12	0.12	-162.926	0.078	0.332	14.487	C12H13NO4	[M + H3N + H]+	C12H17N2O4+	InChI=1S/C12H13NO4/c1-2-16-11(14)8-13-12(15)17-9-10-6-4-3-5-7-10/h2-7H,1,8-9H2,(H,13,15)	N-Carbobenzoxyglycine vinyl ester	C=COC(=O)CNC(=O)OCC1=CC=CC=C1	1.8	47309	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(47309);DSSTox:(DTXSID40214386);PUBMED:(null)	137506062402.0	253.118	28.0	0.461	7.136869291361188e+17	7.136868116117165e+17	
97	NLKUJNGEGZDXGO	gnps	C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)N	CCMSLIB00003135280	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.904559	25011700.0	0.0	0.120567	6.0	3.05176e-05	253.118	1.0	temp/spectra_filtered.mgf97	1.0	Spectral Match to Tyr-Ala from NIST14	ESI	qTof	Isolated	Data from Pieter C. Dorrestein	Data deposited by daniel	M+H	253.118	252.111	1.0	730085		C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)N	InChI=1S/C12H16N2O4/c1-7(12(17)18)14-11(16)10(13)6-8-2-4-9(15)5-3-8/h2-5,7,10,15H,6,13H2,1H3,(H,14,16)(H,17,18)/t7-,10-/m0/s1		3.0	Positive	GNPS-NIST14-MATCHES	253.118	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C12H16N2O4	NLKUJNGEGZDXGO-XVKPBYJWSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003135280																																																																							
98	HDXYLJVWTXFAMK	isdb																																														21.0	Amino acids and Peptides	0.6666666666666666	Small peptides	0.3333333333333333	Dipeptides	0.3333333333333333	1.0	0.23201917	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	0.9280766844749452	1.0																								
98	KFKWRHQBZQICHA	gnps	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N	CCMSLIB00003137982	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.618423	20591200.0	0.0	117.951	6.0	0.0329285	279.137	1.0	temp/spectra_filtered.mgf98	1.0	Spectral Match to Leu-Phe from NIST14	ESI	qTof	Isolated	Data from Joshua Wollam	Data deposited by fevargas	M+H	279.17	278.163	1.0			CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N	InChI=1S/C15H22N2O3/c1-10(2)8-12(16)14(18)17-13(15(19)20)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1		3.0	Positive	GNPS-NIST14-MATCHES	279.17	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C15H22N2O3	KFKWRHQBZQICHA-STQMWFEESA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003137982																																																																							
98	ZJCJPLRZNWJTBK	sirius	CC(=O)NC(CCSCOCC1CC1)C(=O)O																																																																																												1.0	1.0	0.111	0.111	-177.037	1.0	0.333	73.044	C11H19NO4S	[M + H3N + H]+	C11H23N2O4S+	InChI=1S/C11H19NO4S/c1-8(13)12-10(11(14)15)4-5-17-7-16-6-9-2-3-9/h9-10H,2-7H2,1H3,(H,12,13)(H,14,15)	2-Acetamido-4-(cyclopropylmethoxymethylsulfanyl)butanoic acid	CC(=O)NC(CCSCOCC1CC1)C(=O)O	0.9	106929677	PUBCHEM:(106929677)	2.0	279.137	28.0	0.466	7.136869361741619e+17	7.136868115823564e+17	
99	FUCISFGNDJIQEK	sirius	CC1=CC2=C(C=C1)OC=C(C2=O)C3C4=C(CC(CC4=O)(C)C)NC(=C3C(=O)OC5CCCC5)C																																																																																												1.0	1.0	0.203	0.203	-337.027	0.514	0.21	63.723	C28H31NO5	[M + H3N + H]+	C28H35N2O5+	InChI=1S/C28H31NO5/c1-15-9-10-22-18(11-15)26(31)19(14-33-22)24-23(27(32)34-17-7-5-6-8-17)16(2)29-20-12-28(3,4)13-21(30)25(20)24/h9-11,14,17,24,29H,5-8,12-13H2,1-4H3	cyclopentyl (4R)-2,7,7-trimethyl-4-(6-methyl-4-oxochromen-3-yl)-5-oxo-1,4,6,8-tetrahydroquinoline-3-carboxylate	CC1=CC2=C(C=C1)OC=C(C2=O)C3C4=C(CC(CC4=O)(C)C)NC(=C3C(=O)OC5CCCC5)C	4.5	1084629;1084630;2874792	SUPERNATURAL:(SN0095584);PUBCHEM:(1084629 1084630 2874792)	1048578.0	479.253	28.0	0.46	7.136869414841516e+17	7.136868115446076e+17	
100	GHOKWGTUZJEAQD	isdb	CC(C)(CO)C(O)C(=O)NCCC(=O)O																																													7.0	Amino acids and Peptides	0.4761904761904761	Small peptides	0.4642857142857143	Dipeptides	0.4285714285714285	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q179894	GHOKWGTUZJEAQD-UHFFFAOYSA-N	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	CC(C)(CO)C(O)C(=O)NCCC(=O)O	C9H17NO5	pos_1_1proton1acetonitrile	219.110672644	DL-Pantothenic acid	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q31856	Pseudomonas aeruginosa	216671.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas aeruginosa']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']	['Pseudomonas aeruginosa']	7.0	3.0	8.5	1.0																								
100	IYALAKSHMIFMBF	sirius	CCCC=CC(=O)NC(CCC(=O)O)C(=O)O																																																																																												1.0	1.0	0.327	0.327	-183.808	0.8	0.333	69.362	C11H17NO5	[M + H3N + H]+	C11H21N2O5+	InChI=1S/C11H17NO5/c1-2-3-4-5-9(13)12-8(11(16)17)6-7-10(14)15/h4-5,8H,2-3,6-7H2,1H3,(H,12,13)(H,14,15)(H,16,17)	2-[[(E)-hex-2-enoyl]amino]pentanedioic acid	CCCC=CC(=O)NC(CCC(=O)O)C(=O)O	0.8	90258399;90258400	PUBCHEM:(90258399 90258400)	2.0	261.144	33.0	0.557	7.136869447892635e+17	7.13686812156976e+17	
100	KTGFOCFYOZQVRJ	gnps	CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N	CCMSLIB00003134776	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.935758	177900000.0	0.0	14.14	7.0	0.00369263	261.144	1.0	temp/spectra_filtered.mgf100	1.0	Spectral Match to Ile-Glu from NIST14	ESI	qTof	Isolated	Data from Bernhard Palsson	Data deposited by mjmeehan	M+H	261.148	260.137	1.0			CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N	InChI=1S/C11H20N2O5/c1-3-6(2)9(12)10(16)13-7(11(17)18)4-5-8(14)15/h6-7,9H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)/t6-,7-,9-/m0/s1		3.0	Positive	GNPS-NIST14-MATCHES	261.148	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C11H20N2O5	KTGFOCFYOZQVRJ-ZKWXMUAHSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003134776																																																																							
103	AYIZHKDZYOSOGY	sirius	CSCCC(C(=O)O)NC(=O)C(CC1=CN=CN1)N																																																																																												1.0	1.0	0.826	0.826	-142.164	0.607	0.333	54.842	C11H18N4O3S	[M - H2O + H]+	C11H17N4O2S+	InChI=1S/C11H18N4O3S/c1-19-3-2-9(11(17)18)15-10(16)8(12)4-7-5-13-6-14-7/h5-6,8-9H,2-4,12H2,1H3,(H,13,14)(H,15,16)(H,17,18)	2-[[2-amino-3-(1H-imidazol-5-yl)propanoyl]amino]-4-methylsulfanylbutanoic acid	CSCCC(C(=O)O)NC(=O)C(CC1=CN=CN1)N	-2.8	9795880;69971153;7408103;7408104	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028891);CHEBI:(74053);SUPERNATURAL:(SN0018691);FooDB:(FDB111920);PUBCHEM:(9795880 69971153 7408103 7408104);DSSTox:(DTXSID90428577);PUBCHEMANNOTATIONDRUG;PUBMED	138027204714.0	269.107	28.0	0.459	7.136869312122995e+17	7.136868115194418e+17	
105	QYLJIYOGHRGUIH	gnps|isdb	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O	CCMSLIB00003140066	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.897321	176014000.0	0.0	2.54135	12.0	0.000732422	288.203	1.0	temp/spectra_filtered.mgf105	1.0	Spectral Match to Arg-Ile from NIST14	ESI	qTof	Isolated	Data from Julia Gauglitz	Data deposited by fevargas	M+H	288.202	287.196	1.0			CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](CCCN=C(N)N)N	InChI=1S/C12H25N5O3/c1-3-7(2)9(11(19)20)17-10(18)8(13)5-4-6-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t7-,8-,9-/m0/s1		3.0	Positive	GNPS-NIST14-MATCHES	288.202	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C12H25N5O3	QYLJIYOGHRGUIH-CIUDSAMLSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003140066	22.0	Amino acids and Peptides	0.4666666666666667	Small peptides	0.4666666666666667	Dipeptides	0.4666666666666667	1.0	0.70485026	ISDB	http://www.wikidata.org/entity/Q27144130	QYLJIYOGHRGUIH-CIUDSAMLSA-N	InChI=1S/C12H25N5O3/c1-3-7(2)9(11(19)20)17-10(18)8(13)5-4-6-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t7-,8-,9-/m0/s1	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O	C12H25N5O3		287.19573966	Arg-Ile	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']											0.0	3.0	4.319401025772095	1.0																								
105	YIXAEVIJRAJICT	sirius	C1CCC(C1)C(=O)NC(CCCN=C(N)N)C(=O)O																																																																																												1.0	1.0	0.448	0.448	-263.721	0.8	0.333	84.571	C12H22N4O3	[M + H3N + H]+	C12H26N5O3+	InChI=1S/C12H22N4O3/c13-12(14)15-7-3-6-9(11(18)19)16-10(17)8-4-1-2-5-8/h8-9H,1-7H2,(H,16,17)(H,18,19)(H4,13,14,15)	N-cyclopentanoyl-(L)-arginine	C1CCC(C1)C(=O)NC(CCCN=C(N)N)C(=O)O	-0.1	15432051	PUBCHEM:(15432051)	2.0	288.203	30.0	0.503	7.136869343915825e+17	7.136868118130431e+17	
106	IWVIMZWOKNCJOY	sirius	CC(C)C(C(=O)NC(CCS(=O)C)C(=O)O)N																																																																																												1.0	1.0	0.34	0.34	-253.63	0.987	0.452	14.733	C10H20N2O4S	[M + Na]+	C10H20N2NaO4S+	InChI=1S/C10H20N2O4S/c1-6(2)8(11)9(13)12-7(10(14)15)4-5-17(3)16/h6-8H,4-5,11H2,1-3H3,(H,12,13)(H,14,15)	2-(2-amino-3-methylbutanamido)-4-methanesulfinylbutanoic acid	CC(C)C(C(=O)NC(CCS(=O)C)C(=O)O)N	-1.31	91746311	COCONUT:(CNP0347436);SUPERNATURAL:(SN0157389);PUBCHEM:(91746311)	3145730.0	287.103	28.0	0.473	7.136869343076963e+17	7.136868116410766e+17	
107	BOUVNAQZJMDMLE	sirius	CC(C)(C)OC(=O)NC1(CCSC1)C(=O)O																																																																																												1.0	1.0	0.058	0.058	-219.145	0.969	0.333	147.372	C10H17NO4S	[M + H3N + H]+	C10H21N2O4S+	InChI=1S/C10H17NO4S/c1-9(2,3)15-8(14)11-10(7(12)13)4-5-16-6-10/h4-6H2,1-3H3,(H,11,14)(H,12,13)	3-{[(Tert-butoxy)carbonyl]amino}thiolane-3-carboxylic acid	CC(C)(C)OC(=O)NC1(CCSC1)C(=O)O	1.2	124425566;124425567;61685270	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(124425566 124425567 61685270)	67108866.0	265.122	29.0	0.484	7.136869359392809e+17	7.136868117249627e+17	
109	LLOPSLUNSGBASE	sirius	CCC(C(=O)O)NCCNC(CC)C(=O)O																																																																																												1.0	1.0	0.231	0.231	-164.914	0.996	0.333	23.818	C10H20N2O4	[M - H2O + H]+	C10H19N2O3+	InChI=1S/C10H20N2O4/c1-3-7(9(13)14)11-5-6-12-8(4-2)10(15)16/h7-8,11-12H,3-6H2,1-2H3,(H,13,14)(H,15,16)	(2R)-2-[2-[[(1R)-1-carboxypropyl]amino]ethylamino]butanoic acid	CCC(C(=O)O)NCCNC(CC)C(=O)O	-4.1	92752896;92759183;92759184;164632	BloodExposome:(164632);CHEBI:(190044);MESH:(164632);PUBCHEM:(92752896 92759183 92759184 164632);DSSTox:(DTXSID60964412);PUBMED:(null)	137443147878.0	215.139	31.0	0.509	7.136869321056865e+17	7.136868119053178e+17	
110	YBAFDPFAUTYYRW	sirius	CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)N																																																																																												1.0	1.0	0.621	0.748	-150.911	1.0	1.0	27.251	C11H20N2O5	[M + K]+	C11H20KN2O5+	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-10(16)7(12)3-4-9(14)15/h6-8H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)	2-(2-amino-4-carboxybutanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	-0.457	64887981;64888761;9856500;124433150;91974018;79001418;122173491	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0128313);HMDB:(HMDB0028823);CHEBI:(73506);SUPERNATURAL:(SN0445471);FooDB:(FDB111867);PUBCHEM:(64887981 64888761 9856500 124433150 91974018 79001418 122173491);DSSTox:(DTXSID201315070);LOTUS:(Q27140586);PUBMED:(null)	138264182890.0	299.1	28.0	0.466	7.136869404397696e+17	7.136868114900817e+17	
113	ATIPDCIQTUXABX	gnps|isdb	CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)O	CCMSLIB00003136698	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.954863	739536000.0	0.0	1.29015	9.0	0.000335693	260.197	1.0	temp/spectra_filtered.mgf113	1.0	Spectral Match to Lys-Leu from NIST14	ESI	qTof	Isolated	Data from Pieter Dorrestein	Data deposited by lfnothias	M+H	260.197	259.19	1.0			CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CCCCN)N	InChI=1S/C12H25N3O3/c1-8(2)7-10(12(17)18)15-11(16)9(14)5-3-4-6-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)/t9-,10-/m0/s1		3.0	Positive	GNPS-NIST14-MATCHES	260.197	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C12H25N3O3	ATIPDCIQTUXABX-UWVGGRQHSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003136698	16.0	Amino acids and Peptides	0.2142857142857142	Small peptides	0.2142857142857142	Dipeptides	0.2142857142857142	1.0	0.58627766	ISDB	http://www.wikidata.org/entity/Q27144738	ATIPDCIQTUXABX-UWVGGRQHSA-N	InChI=1S/C12H25N3O3/c1-8(2)7-10(12(17)18)15-11(16)9(14)5-3-4-6-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)/t9-,10-/m0/s1	CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)O	C12H25N3O3		259.18959166	Lys-Leu	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q221179	Streptococcus pneumoniae	699152.0	['Bacteria']	['Unknown']	['Firmicutes']	['Bacilli']	['Lactobacillales']	['Streptococcaceae']	['Unknown']	['Streptococcus']	['Streptococcus pneumoniae']											0.0	3.0	3.8451106548309326	1.0																								
113	MMHFDPOBJWIMIH	sirius	CC(C)CC(C(=O)O)NC(=O)NC1CCCC1																																																																																												1.0	1.0	0.201	0.604	-218.614	0.799	0.333	72.268	C12H22N2O3	[M + H3N + H]+	C12H26N3O3+	InChI=1S/C12H22N2O3/c1-8(2)7-10(11(15)16)14-12(17)13-9-5-3-4-6-9/h8-10H,3-7H2,1-2H3,(H,15,16)(H2,13,14,17)	2-[(cyclopentylcarbamoyl)amino]-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)NC1CCCC1	2.0	6956773;3480390;946421;78976257	COCONUT:(CNP0280066);SUPERNATURAL:(SN0229444);PUBCHEM:(6956773 3480390 946421 78976257)	3145730.0	260.197	26.0	0.431	7.136869374953678e+17	7.136868111964803e+17	
115	KRIMGIWOIXHVDE	sirius	CCCCC(C(O)(O)O)N																																																																																												1.0	1.0	0.061	0.061	-293.618	0.975	0.333	28.893	C6H15NO3	[M - H2O + H]+	C6H14NO2+	InChI=1S/C6H15NO3/c1-2-3-4-5(7)6(8,9)10/h5,8-10H,2-4,7H2,1H3	2-Aminohexane-1,1,1-triol	CCCCC(C(O)(O)O)N	-0.8	90384333	PUBCHEM:(90384333)	2.0	132.102	30.0	0.499	7.136869316778674e+17	7.136868117585171e+17	
